"id","Means"
79,2.11166667938233
80,2.11166667938233
81,2.11250001192093
82,2.11750000715256
83,2.12749999761581
84,2.13499999046326
85,2.13249999284744
86,2.12833333015442
814,2.13333332538605
815,2.13333332538605
816,2.12611111005147
817,2.11958333849907
818,2.11208333075047
819,2.11333332955837
820,2.125
821,2.12999999523163
822,2.1245833337307
823,2.12000000476837
1549,2.14499998092652
1550,2.1424999833107
1551,2.1372222105662
1552,2.13777776559194
1553,2.13916665315628
1554,2.13624998927116
1555,2.12708331644535
1556,2.12416665256023
1557,2.13208332657814
1558,2.13333332538605
1559,2.12624999880791
1560,2.12250000238418
2285,2.14499998092652
2286,2.14388887087504
2287,2.14291664958
2288,2.14291664958
2289,2.14527775843938
2290,2.14708331227303
2291,2.14833331108093
2292,2.14708331227303
2293,2.14416664838791
2294,2.14499998092651
2295,2.14458331465721
2296,2.14124998450279
2297,2.13999998569489
3020,2.14833331108093
3021,2.15249999364217
3022,2.15222220950657
3023,2.14708331227303
3024,2.14499998092651
3025,2.14708331227303
3026,2.14972220526801
3027,2.15333332618078
3028,2.15499999125798
3029,2.15291664997737
3030,2.14916664361954
3031,2.14833331108093
3032,2.14833331108093
3033,2.14874997735023
3034,2.14916664361954
3755,2.15666667620341
3756,2.15722223122915
3757,2.15533332824707
3758,2.15472220712238
3759,2.15638887882233
3760,2.15499999125799
3761,2.15222220950657
3762,2.15305554866791
3763,2.1557407423302
3764,2.15833334128062
3765,2.15861111879349
3766,2.15638888544507
3767,2.15416665209665
3768,2.1524999803967
3769,2.15166664785809
3770,2.15333331955804
3771,2.15444442960951
4492,2.15416665871938
4493,2.15374999245008
4494,2.15416665871938
4495,2.15583332379659
4496,2.15749999880791
4497,2.15791667501132
4498,2.15750000874202
4499,2.15750000874202
4500,2.15805556376775
4501,2.15875000754992
4502,2.15916667381923
4503,2.15875000754992
4504,2.15833334128062
4505,2.15749999880791
4506,2.15749999880791
4507,2.15791667501132
4508,2.15750000874202
5228,2.15833334128062
5229,2.15388887458377
5230,2.14958330988884
5231,2.14874997735023
5232,2.15416665871938
5233,2.15833334128062
5234,2.15833334128062
5235,2.15833334128062
5236,2.15791667501132
5237,2.15805556376775
5238,2.15833334128062
5239,2.15875000754992
5240,2.15958334008853
5241,2.15916667381923
5242,2.15833334128062
5243,2.15833334128062
5244,2.15833334128062
5245,2.15833334128062
5965,2.15833334128062
5966,2.15499999125799
5967,2.15041664242744
5968,2.14958330988884
5969,2.15416665871938
5970,2.15833334128062
5971,2.15833334128062
5972,2.15833334128062
5973,2.15833334128062
5974,2.15833334128062
5975,2.15833334128062
5976,2.15833334128062
5977,2.15916667381923
5978,2.16000000635783
5979,2.15916667381923
5980,2.15833334128062
5981,2.15833334128062
5982,2.15833334128062
6702,2.16083333889643
6703,2.15791666507721
6704,2.15499999125799
6705,2.15333331624667
6706,2.15499999125799
6707,2.15958334008853
6708,2.15958334008853
6709,2.15833334128062
6710,2.15833334128062
6711,2.15833334128062
6712,2.15833334128062
6713,2.15833334128062
6714,2.15833334128062
6715,2.15958334008853
6716,2.16000000635783
6717,2.15875000754992
6718,2.15833334128062
6719,2.15833334128062
7439,2.16583333412806
7440,2.16458333532016
7441,2.16083333889643
7442,2.1566666662693
7443,2.1566666662693
7444,2.16083333889643
7445,2.16083333889643
7446,2.15833334128062
7447,2.15833334128062
7448,2.15833334128062
7449,2.15916667381923
7450,2.15958334008853
7451,2.15958334008853
7452,2.16166667143504
7453,2.16375000278155
7454,2.16375000278155
7455,2.16083333889643
7456,2.15833334128062
8175,2.16666666666667
8176,2.16611111164093
8177,2.16708333293597
8178,2.16583333412806
8179,2.16208333770434
8180,2.16041667262713
8181,2.16291667024295
8182,2.16291667024295
8183,2.15916667381922
8184,2.15833334128062
8185,2.15833334128062
8186,2.16041667262713
8187,2.16250000397364
8188,2.16208333770434
8189,2.16416666905085
8190,2.16749999920527
8191,2.16749999920527
8192,2.16500000158946
8193,2.16333333651225
8912,2.16500000158946
8913,2.16500000158946
8914,2.16500000158946
8915,2.16666666666667
8916,2.16708333293597
8917,2.16541666785876
8918,2.16666666666667
8919,2.16583333412806
8920,2.16083333889643
8921,2.15833334128062
8922,2.15916667381922
8923,2.16125000516574
8924,2.16333333651225
8925,2.16500000158946
8926,2.16625000039737
8927,2.16791666547457
8928,2.16749999920527
8929,2.16749999920527
8930,2.16833333174388
9649,2.16333333651225
9650,2.16416666905085
9651,2.16416666905085
9652,2.16541666785876
9653,2.16791666547457
9654,2.16833333174388
9655,2.16833333174388
9656,2.16749999920527
9657,2.16500000158946
9658,2.16291667024294
9659,2.16166667143504
9660,2.16166667143504
9661,2.16250000397364
9662,2.16625000039736
9663,2.16791666547457
9664,2.16833333174388
9665,2.16833333174388
9666,2.16833333174388
9667,2.16833333174388
9668,2.16833333174388
10386,2.16166667143504
10387,2.16208333770434
10388,2.16333333651225
10389,2.16458333532015
10390,2.16666666666667
10391,2.16833333174388
10392,2.16833333174388
10393,2.16833333174388
10394,2.16833333174388
10395,2.16791666547457
10396,2.16583333412806
10397,2.16500000158946
10398,2.16541666785876
10399,2.16708333293597
10400,2.16749999920527
10401,2.16749999920527
10402,2.16791666547457
10403,2.16833333174388
10404,2.16833333174388
10405,2.16833333174388
11122,2.15833334128062
11123,2.15888889630636
11124,2.15958334008853
11125,2.16041667262713
11126,2.16083333889643
11127,2.16416666905085
11128,2.16708333293597
11129,2.16749999920527
11130,2.16833333174388
11131,2.16833333174388
11132,2.16833333174388
11133,2.16833333174388
11134,2.16833333174388
11135,2.16833333174388
11136,2.16833333174388
11137,2.16791666547457
11138,2.16708333293597
11139,2.16708333293597
11140,2.16791666547457
11141,2.16833333174388
11142,2.16833333174388
11855,2.13333332538605
11856,2.13416665792465
11857,2.1416666507721
11858,2.14916664361954
11859,2.15444442960951
11860,2.15749999880791
11861,2.15833334128062
11862,2.15833334128062
11863,2.15916667381922
11864,2.16208333770434
11865,2.16416666905085
11866,2.16625000039736
11867,2.16833333174388
11868,2.16833333174388
11869,2.16833333174388
11870,2.16833333174388
11871,2.16833333174388
11872,2.16833333174388
11873,2.16791666547457
11874,2.16791666547457
11875,2.16749999920527
11876,2.16708333293597
11877,2.16791666547457
11878,2.16833333174388
11879,2.16833333174388
12590,2.12833333015442
12591,2.13083332777023
12592,2.13444443543752
12593,2.13666665554047
12594,2.14305553833643
12595,2.14874997735024
12596,2.15249997377396
12597,2.1566666563352
12598,2.15833334128062
12599,2.15833334128062
12600,2.15958334008853
12601,2.16083333889643
12602,2.16125000516574
12603,2.16416666905085
12604,2.16749999920527
12605,2.16833333174388
