"id","w2_1_30"
79,26.3999996185303
80,26.3999996185303
81,26.3999996185303
82,26.4499998092651
83,26.5500001907349
84,26.6000003814697
85,26.5500001907349
86,26.5
814,26.5
815,26.5333334604899
816,26.5333334604899
817,26.4749999046326
818,26.3999996185303
819,26.4249997138977
820,26.5250000953674
821,26.5500001907349
822,26.5
823,26.4499998092651
1549,26.6000003814697
1550,26.6000003814697
1551,26.5666669209798
1552,26.5833336512248
1553,26.6500005722046
1554,26.6250004768372
1555,26.5500001907349
1556,26.5250000953674
1557,26.5750002861023
1558,26.5750002861023
1559,26.5250000953674
1560,26.5
2285,26.6000003814697
2286,26.6000003814697
2287,26.6000003814697
2288,26.6250004768372
2289,26.6666673024495
2290,26.7000007629395
2291,26.7250003814697
2292,26.7250003814697
2293,26.675000667572
2294,26.675000667572
2295,26.675000667572
2296,26.6500005722046
2297,26.6500005722046
3020,26.6000003814697
3021,26.6500005722046
3022,26.6666673024495
3023,26.6250004768372
3024,26.6000003814697
3025,26.6500005722046
3026,26.716667175293
3027,26.75
3028,26.7749996185303
3029,26.7749996185303
3030,26.7250003814697
3031,26.7000007629395
3032,26.7250003814697
3033,26.75
3034,26.75
3755,26.7000007629395
3756,26.7000007629395
3757,26.6800006866455
3758,26.6833340326945
3759,26.7000007629395
3760,26.6833340326945
3761,26.6666673024495
3762,26.6833340326945
3763,26.7444445292155
3764,26.8166659673055
3765,26.8166659673055
3766,26.7999992370605
3767,26.783332824707
3768,26.7666664123535
3769,26.783332824707
3770,26.7999992370605
3771,26.7999992370605
4492,26.7000007629395
4493,26.675000667572
4494,26.675000667572
4495,26.7000007629395
4496,26.7000007629395
4497,26.7000007629395
4498,26.7000007629395
4499,26.7000007629395
4500,26.7666664123535
4501,26.824999332428
4502,26.8499994277954
4503,26.824999332428
4504,26.7999992370605
4505,26.7999992370605
4506,26.824999332428
4507,26.824999332428
4508,26.7999992370605
5228,26.7000007629395
5229,26.6666673024495
5230,26.6250004768372
5231,26.6250004768372
5232,26.675000667572
5233,26.7000007629395
5234,26.7000007629395
5235,26.7000007629395
5236,26.7250003814697
5237,26.783332824707
5238,26.7999992370605
5239,26.8499994277954
5240,26.8749995231628
5241,26.8499994277954
5242,26.8499994277954
5243,26.8749995231628
5244,26.8749995231628
5245,26.8499994277954
5965,26.7000007629395
5966,26.6500005722046
5967,26.6000003814697
5968,26.6000003814697
5969,26.6500005722046
5970,26.7000007629395
5971,26.7000007629395
5972,26.7000007629395
5973,26.75
5974,26.7999992370605
5975,26.7999992370605
5976,26.824999332428
5977,26.8749995231628
5978,26.8999996185303
5979,26.8999996185303
5980,26.8999996185303
5981,26.8999996185303
5982,26.8999996185303
6702,26.7000007629395
6703,26.675000667572
6704,26.6500005722046
6705,26.6250004768372
6706,26.6500005722046
6707,26.7000007629395
6708,26.7000007629395
6709,26.7000007629395
6710,26.75
6711,26.7999992370605
6712,26.824999332428
6713,26.8499994277954
6714,26.8749995231628
6715,26.8999996185303
6716,26.8999996185303
6717,26.8999996185303
6718,26.8999996185303
6719,26.8999996185303
7439,26.7000007629395
7440,26.7000007629395
7441,26.7000007629395
7442,26.675000667572
7443,26.675000667572
7444,26.7000007629395
7445,26.7000007629395
7446,26.7250003814697
7447,26.7749996185303
7448,26.7999992370605
7449,26.8499994277954
7450,26.8999996185303
7451,26.8999996185303
7452,26.8999996185303
7453,26.8999996185303
7454,26.8999996185303
7455,26.8999996185303
7456,26.8999996185303
8175,26.7000007629395
8176,26.7000007629395
8177,26.7250003814697
8178,26.75
8179,26.7250003814697
8180,26.7000007629395
8181,26.7250003814697
8182,26.7250003814697
8183,26.75
8184,26.7999992370605
8185,26.7999992370605
8186,26.8499994277954
8187,26.8999996185303
8188,26.8999996185303
8189,26.8999996185303
8190,26.8999996185303
8191,26.8999996185303
8192,26.8999996185303
8193,26.8999996185303
8912,26.7000007629395
8913,26.7000007629395
8914,26.7250003814697
8915,26.7749996185303
8916,26.7749996185303
8917,26.75
8918,26.7749996185303
8919,26.7749996185303
8920,26.7749996185303
8921,26.7999992370605
8922,26.7999992370605
8923,26.8499994277954
8924,26.8999996185303
8925,26.8999996185303
8926,26.8999996185303
8927,26.8999996185303
8928,26.8999996185303
8929,26.8999996185303
8930,26.8999996185303
9649,26.7000007629395
9650,26.7000007629395
9651,26.7000007629395
9652,26.75
9653,26.7999992370605
9654,26.7999992370605
9655,26.7999992370605
9656,26.7999992370605
9657,26.7999992370605
9658,26.7999992370605
9659,26.7999992370605
9660,26.8499994277954
9661,26.8999996185303
9662,26.8999996185303
9663,26.8999996185303
9664,26.8999996185303
9665,26.8999996185303
9666,26.8999996185303
9667,26.8999996185303
9668,26.8999996185303
10386,26.7000007629395
10387,26.7000007629395
10388,26.7250003814697
10389,26.7749996185303
10390,26.7999992370605
10391,26.7999992370605
10392,26.7999992370605
10393,26.7999992370605
10394,26.7999992370605
10395,26.7999992370605
10396,26.8166659673055
10397,26.8749995231628
10398,26.8999996185303
10399,26.8999996185303
10400,26.8999996185303
10401,26.8999996185303
10402,26.8999996185303
10403,26.8999996185303
10404,26.8999996185303
10405,26.8999996185303
11122,26.7000007629395
11123,26.7000007629395
11124,26.7000007629395
11125,26.7250003814697
11126,26.75
11127,26.7749996185303
11128,26.7999992370605
11129,26.7999992370605
11130,26.7999992370605
11131,26.7999992370605
11132,26.7999992370605
11133,26.8499994277954
11134,26.8999996185303
11135,26.8999996185303
11136,26.8999996185303
11137,26.8999996185303
11138,26.8999996185303
11139,26.8999996185303
11140,26.8999996185303
11141,26.8999996185303
11142,26.8999996185303
11855,26.5
11856,26.5
11857,26.5666669209798
11858,26.6500005722046
11859,26.7000007629395
11860,26.7000007629395
11861,26.7000007629395
11862,26.7000007629395
11863,26.7250003814697
11864,26.7749996185303
11865,26.7999992370605
11866,26.7999992370605
11867,26.7999992370605
11868,26.7999992370605
11869,26.824999332428
11870,26.8833328882853
11871,26.8999996185303
11872,26.8999996185303
11873,26.8999996185303
11874,26.8999996185303
11875,26.8999996185303
11876,26.8999996185303
11877,26.8999996185303
11878,26.8999996185303
11879,26.8999996185303
12590,26.3999996185303
12591,26.4499998092651
12592,26.5
12593,26.5250000953674
12594,26.5833336512248
12595,26.6250004768372
12596,26.675000667572
12597,26.7000007629395
12598,26.7000007629395
12599,26.7250003814697
12600,26.7749996185303
12601,26.7999992370605
12602,26.7999992370605
12603,26.7999992370605
12604,26.7999992370605
12605,26.7999992370605
12606,26.8499994277954
12607,26.8999996185303
12608,26.8999996185303
12609,26.8999996185303
12610,26.8999996185303
12611,26.8999996185303
12612,26.8999996185303
12613,26.8999996185303
12614,26.8999996185303
12615,26.8999996185303
12616,26.8999996185303
13324,26.2999992370605
13325,26.25
13326,26.2000001271566
13327,26.2599998474121
13328,26.3333333333333
13329,26.4166666666667
13330,26.5
13331,26.5444446139865
13332,26.5833336512248
13333,26.6500005722046
13334,26.7000007629395
13335,26.7000007629395
13336,26.716667175293
13337,26.75
13338,26.783332824707
13339,26.7999992370605
13340,26.7999992370605
13341,26.8166659673055
13342,26.8333326975505
13343,26.8666661580404
13344,26.8999996185303
13345,26.8833328882853
13346,26.8666661580404
13347,26.8833328882853
13348,26.8999996185303
13349,26.8999996185303
13350,26.9166663487752
13351,26.9333330790202
13352,26.9333330790202
13353,26.9333330790202
14060,26.3999996185303
14061,26.3333326975505
14062,26.25
14063,26.25
14064,26.324999332428
14065,26.3749995231628
14066,26.4499998092651
14067,26.5
14068,26.5333334604899
14069,26.6250004768372
14070,26.6500005722046
14071,26.6500005722046
14072,26.675000667572
14073,26.7000007629395
14074,26.7250003814697
14075,26.7749996185303
14076,26.7999992370605
14077,26.7999992370605
14078,26.8499994277954
14079,26.8499994277954
14080,26.8499994277954
14081,26.8999996185303
14082,26.8749995231628
14083,26.8499994277954
14084,26.8749995231628
14085,26.8999996185303
14086,26.8999996185303
14087,26.8999996185303
14088,26.8999996185303
14089,26.8999996185303
14090,26.8999996185303
14795,26.3999996185303
14796,26.3999996185303
14797,26.3999996185303
14798,26.3499994277954
14799,26.25
14800,26.2250003814697
14801,26.2999997138977
14802,26.3499994277954
14803,26.3999996185303
14804,26.4499998092651
14805,26.5
14806,26.6000003814697
14807,26.6250004768372
14808,26.6000003814697
14809,26.6500005722046
14810,26.7000007629395
14811,26.75
14812,26.7999992370605
14813,26.7749996185303
14814,26.7749996185303
14815,26.824999332428
14816,26.824999332428
14817,26.8499994277954
14818,26.8999996185303
14819,26.8999996185303
14820,26.8999996185303
14821,26.8999996185303
14822,26.8999996185303
14823,26.8999996185303
14824,26.8999996185303
14825,26.8999996185303
14826,26.8999996185303
14827,26.8999996185303
15531,26.5
15532,26.4666665395101
15533,26.4249997138977
15534,26.3749995231628
15535,26.2999997138977
