"id","w2_1_30"
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
814,2
815,2
816,2
817,2
818,2
819,2
820,2
821,2
822,2
823,2
1549,2
1550,2
1551,2
1552,2
1553,2
1554,2
1555,2
1556,2
1557,2
1558,2
1559,2
1560,2
2285,2
2286,2
2287,2
2288,2
2289,2
2290,2
2291,2
2292,2
2293,2
2294,2
2295,2
2296,2
2297,2
3020,2
3021,2
3022,2
3023,2
3024,2
3025,2
3026,2
3027,2
3028,2
3029,2
3030,2
3031,2
3032,2
3033,2
3034,2
3755,1.89999997615814
3756,1.93333331743876
3757,1.95999999046326
3758,1.98333332935969
3759,1.98333332935969
3760,1.98333332935969
3761,2
3762,2
3763,2
3764,2
3765,2
3766,2
3767,2
3768,2
3769,2
3770,2
3771,2
4492,1.89999997615814
4493,1.89999997615814
4494,1.89999997615814
4495,1.92499998211861
4496,1.92499998211861
4497,1.92499998211861
4498,1.94999998807907
4499,1.97499999403954
4500,2
4501,2
4502,2
4503,2
4504,2
4505,2
4506,2
4507,2
4508,2
5228,1.89999997615814
5229,1.89999997615814
5230,1.89999997615814
5231,1.89999997615814
5232,1.89999997615814
5233,1.89999997615814
5234,1.89999997615814
5235,1.89999997615814
5236,1.92499998211861
5237,1.94999998807907
5238,1.94999998807907
5239,1.94999998807907
5240,1.94999998807907
5241,1.97499999403954
5242,2
5243,2
5244,2
5245,2
5965,1.89999997615814
5966,1.89999997615814
5967,1.89999997615814
5968,1.89999997615814
5969,1.89999997615814
5970,1.89999997615814
5971,1.89999997615814
5972,1.89999997615814
5973,1.89999997615814
5974,1.89999997615814
5975,1.89999997615814
5976,1.89999997615814
5977,1.89999997615814
5978,1.92499998211861
5979,1.94999998807907
5980,1.94999998807907
5981,1.97499999403954
5982,2
6702,1.89999997615814
6703,1.89999997615814
6704,1.89999997615814
6705,1.89999997615814
6706,1.89999997615814
6707,1.89999997615814
6708,1.89999997615814
6709,1.89999997615814
6710,1.89999997615814
6711,1.89999997615814
6712,1.89999997615814
6713,1.89999997615814
6714,1.89999997615814
6715,1.89999997615814
6716,1.89999997615814
6717,1.89999997615814
6718,1.92499998211861
6719,1.94999998807907
7439,1.89999997615814
7440,1.89999997615814
7441,1.89999997615814
7442,1.89999997615814
7443,1.89999997615814
7444,1.89999997615814
7445,1.89999997615814
7446,1.89999997615814
7447,1.89999997615814
7448,1.89999997615814
7449,1.89999997615814
7450,1.89999997615814
7451,1.89999997615814
7452,1.89999997615814
7453,1.89999997615814
7454,1.89999997615814
7455,1.89999997615814
7456,1.89999997615814
8175,1.89999997615814
8176,1.89999997615814
8177,1.89999997615814
8178,1.89999997615814
8179,1.89999997615814
8180,1.89999997615814
8181,1.89999997615814
8182,1.89999997615814
8183,1.89999997615814
8184,1.89999997615814
8185,1.89999997615814
8186,1.89999997615814
8187,1.89999997615814
8188,1.89999997615814
8189,1.89999997615814
8190,1.89999997615814
8191,1.89999997615814
8192,1.89999997615814
8193,1.89999997615814
8912,1.89999997615814
8913,1.89999997615814
8914,1.89999997615814
8915,1.89999997615814
8916,1.89999997615814
8917,1.89999997615814
8918,1.89999997615814
8919,1.89999997615814
8920,1.89999997615814
