"id","FRP"
56052,35.5
56053,23.1
56058,6.7
56065,20.6
56067,14.6
56071,8.1
56076,13.8
56078,12.3
56079,12.8
56080,18.7
56082,22.6
56083,30.8
56085,45.75
56091,7.5
56100,23.7333333333333
56787,7.3
56788,14.55
56789,17.3
56790,26.75
56793,10.3
56801,14.9
56802,20.2
56813,13.32
56814,11.9666666666667
56815,12.9
56816,31.225
56817,25.66
56818,11
56819,34.85
56821,51.1
56822,127.466666666667
56823,22.4666666666667
56834,8
56838,53.2
57523,15.8
57527,9.75
57532,12.9
57535,9.8
57537,17.4
57538,8.2
57539,13.6
57549,8.575
57550,39.58
57551,26.7444444444444
57552,11.84
57553,41.3875
57554,32.9428571428571
57555,78.9
57556,27.1
57557,26.425
57558,17
57559,99.5
57560,25.35
57561,5.3
58260,8.7
58262,25.55
58263,12.9666666666667
58264,34.95
58265,9.6
58272,31.7
58277,5.3
58279,16.5
58286,18.4
58287,15.2
58288,42.14
58289,24.55
58290,26.324
58291,19.2
58292,41.7
58293,13.5
58296,18
58297,16
58298,21.8
58299,15.9
58308,6.4
58309,18.5
58310,77.9
58311,153
58359,20.4
58997,14.1
58999,35.6
59000,25.9333333333333
59001,20.0333333333333
59002,6
59007,43
59008,8.4
59009,31.7
59013,7.7
59017,14.3
59024,13.35
59025,16.96
59026,21.2222222222222
59027,23.78
59028,31.23
59029,61.35
59033,9.3
59035,12.3
59041,13.8
59042,26.5
59043,10.3
59045,12.4
59048,286.3
59049,11.8
59086,14.7
59091,90.625
59096,33
59115,18.95
59117,40.2
59120,19.7
59735,14.3666666666667
59736,13.6833333333333
59737,26.6
59739,30.8
59740,9.1
59745,127.8
59751,30.6
59753,12.3
59757,14.2
59758,39.8
59761,12.5
59762,15.1888888888889
59763,18.9428571428571
59764,35.3333333333333
59765,17.2
59766,70.15
59767,19.15
59768,28.3
59770,14.4
59771,20.3
59772,97.4
59774,15.95
59775,14.1
59777,20.5
59779,7.2
59781,6.8
59783,19.3
59784,23
59785,9.9
59824,34.9
59825,66.35
59826,58.6666666666667
59827,65.6555555555556
59828,53.52
59829,97.9
59830,36.3
59831,44.75
59832,46.7
59833,51.5
60473,9.5
60474,30.95
60476,22.4
60477,16.8
60481,64
60482,98.85
60489,3.3
60490,23.25
60491,63
60494,30.9
60495,31.5
60496,32.5
60498,6.9
60499,16.36
60500,30.1833333333333
60501,19.5666666666667
60502,38.325
60504,7.4
60505,27.95
60506,17.2
60507,5
60508,63
60509,20.9666666666667
60510,5.45
60511,19.1
60513,26.7
60516,14.5
60517,11.5
60518,27.4
60519,23.25
60520,41.6
60522,13.4
60523,17.1
60555,57.8
60556,283.6
60557,100.7
60558,6.65
60559,9.7
60560,28.3
60561,60.45
60562,39.2
60563,20.7
60564,60.54
60565,57.1666666666667
60566,78.1333333333333
60567,36.3
60568,5.8
60569,98.3
60570,51.75
60571,270.433333333333
60574,31.375
60575,32.1
61210,13.3
61211,25.45
61213,48.4
61219,10.8
61223,12.7
61224,17
61226,13.2
61227,18.7
61229,137.8
61231,16.6
61232,38.6
61233,48.7
61236,21.2
61238,21.3
61239,7.45
61240,16.375
61241,9.9
61244,29.2
61245,32.9285714285714
61246,43.75
61247,150.7
61248,18.5
61249,4.2
61250,9
61251,83.3
61252,36.4
61253,41.4666666666667
61254,38.5333333333333
61255,38.1
61256,26.8
61257,67.5
61258,175.3
61259,104.5
61260,10.4
61291,75.25
61292,61.56
61293,25.4
61294,101.68
61295,78.025
61296,213.366666666667
61299,27.5
61300,29.25
61301,18.8
61302,83.4
61303,56.5
61304,72.3333333333333
61305,195.333333333333
61306,69.16
61307,266.633333333333
61308,34.2666666666667
61309,99.25
61310,52.4
61311,145.45
61314,45.6
61948,47.95
61949,24.5
61951,33.5
61953,11.5
61954,20.3
61957,8.5
61958,20.45
61960,7
61967,29.7
61968,10
61969,48.7
61970,16.7
61974,22.85
61975,8.8
61976,21.3
61978,11.5
61980,20.2
61981,24.8
61982,15.74
61983,99.5
61984,11.8
61985,12.7
61986,6.7
61988,97.6
61989,26.9
61990,41.3333333333333
61991,54.55
61992,15.75
61993,19.1
61995,25.4
61996,36
62027,48.1
62028,11.775
62029,36.75
62030,63.1
62031,104.64
62032,13.95
62033,62.7714285714286
62034,63.7
62036,138
62037,12.15
62038,141.966666666667
62039,35.75
62040,32.8
62041,23.05
62042,21.2
62043,95.08
62044,61.2333333333333
62045,28.6
62046,30.5
62047,20.875
62048,138.18
62049,32.5833333333333
62050,61.3
62051,59
62059,12.5
62685,10.2
62686,123.4
62687,68.05
62688,17.8
62689,16.5666666666667
62693,183.2
62695,31
62696,6.7
62700,11.2
62701,59.1
62706,19.25
62707,115.1
62712,38.1
62715,9.6
62718,37.05
62719,102.5
62720,93.35
62724,7.8
62725,35
62726,57.55
62727,14.975
62728,17.2
62730,5.8
62732,11.6
62733,42.9
62763,10.3
62764,41.4333333333333
62765,176.15
62766,105
62767,66.5
62768,47.85
62769,58.38
62770,30.7
62771,40.3
62773,84.3
62774,36.775
62775,14.8
62776,56.9333333333333
62777,89.9
62778,41.8
62779,56.6
62780,51.75
62781,79.25
62782,67
62783,25.2
62784,63
62785,181.116666666667
62786,31.8
62787,48
62788,37.3
62789,47.5333333333333
62796,49.125
63423,24.0666666666667
63424,39.5
63426,13
63429,23.85
63430,231.5
63432,25.9857142857143
